farmer_id,barangay,elevation_masl,soil_pH,annual_rainfall_mm,mean_temperature_C,coffee_species,planting_system,farm_ownership,rsbsa_registered,years_in_farming,bearing_trees,non_bearing_trees,annual_yield_kg,processing_method,moisture_content_pct,defect_count_per_300g,selective_picking_practiced,farm_records_maintained,sales_records_maintained,cooperative_member,geographic_compliance,traditional_method_compliance,quality_linkage_documented,gi_ready
F0615,Maraouy,273.0,6.36,1741.9,26.2,Liberica,Agroforestry,Owned,Yes,17,371,49,136,Washed,9.72,5,Yes,No,Yes,Yes,No,No,No,1
F0616,Inosluban,285.5,5.72,1604.5,24.0,Liberica,Monocrop,Leased,Yes,10,354,8,610,Washed,13.2,13,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0617,San Jose,593.8,6.19,1827.7,26.4,Liberica,Agroforestry,Owned,No,31,298,73,638,Washed,9.04,6,Yes,Yes,Yes,Yes,No,Yes,Yes,1
F0618,Balintawak,120.1,5.02,1683.0,24.7,Robusta,Monocrop,Leased,No,6,106,113,1777,Washed,11.83,9,No,No,Yes,Yes,Yes,Yes,Yes,0
F0619,Tangob,533.5,6.27,1629.8,26.1,Robusta,Agroforestry,Leased,Yes,17,344,27,1339,Washed,9.71,14,Yes,Yes,Yes,No,Yes,Yes,No,1
F0620,Bolbok,389.3,6.83,2049.7,24.4,Arabica,Agroforestry,Leased,Yes,37,25,20,37,Washed,14.1,30,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0621,Pangao,319.3,6.23,3015.7,22.7,Liberica,Agroforestry,Owned,Yes,18,53,26,835,Natural,14.75,28,Yes,No,Yes,No,No,No,Yes,1
F0622,Kayumanggi,462.6,6.75,2214.1,27.6,Liberica,Agroforestry,Shared,Yes,26,385,105,218,Washed,14.75,41,No,Yes,Yes,Yes,Yes,Yes,Yes,1
F0623,Pangao,343.3,6.45,1575.8,23.9,Liberica,Monocrop,Owned,Yes,16,239,76,110,Washed,11.65,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
F0624,Barangay IV,536.7,5.24,1353.9,24.4,Liberica,Monocrop,Owned,No,8,399,52,137,Natural,12.87,28,Yes,No,Yes,No,No,Yes,No,0
F0625,San Salvador,550.4,6.8,2592.3,21.0,Liberica,Agroforestry,Leased,No,24,117,66,1374,Washed,12.6,43,Yes,No,Yes,No,Yes,No,Yes,1
F0626,San Jose,310.9,5.13,1965.6,24.6,Arabica,Agroforestry,Owned,No,13,226,101,1632,Washed,11.1,14,Yes,Yes,No,Yes,Yes,No,Yes,1
F0627,Anilao,238.4,6.07,2843.7,24.1,Excelsa,Monocrop,Shared,Yes,29,269,64,715,Natural,11.66,25,Yes,Yes,Yes,Yes,Yes,No,Yes,1
F0628,Balintawak,396.2,5.28,2519.0,20.7,Liberica,Monocrop,Owned,No,32,321,106,375,Natural,9.39,11,Yes,No,No,No,Yes,Yes,No,1
F0629,Bolbok,556.2,5.02,2792.5,19.5,Robusta,Agroforestry,Owned,No,24,329,111,357,Washed,13.77,24,No,No,Yes,No,Yes,Yes,No,0
F0630,Pangao,205.3,5.84,1743.9,24.4,Liberica,Agroforestry,Shared,Yes,16,205,84,584,Washed,10.44,40,Yes,No,No,No,Yes,No,No,1
F0631,Malagonlong,411.5,5.59,2584.7,25.9,Liberica,Agroforestry,Owned,Yes,11,104,9,1752,Washed,11.76,4,Yes,Yes,Yes,Yes,No,Yes,Yes,1
F0632,Quezon,415.8,5.97,1728.1,23.7,Robusta,Agroforestry,Owned,No,32,65,84,331,Washed,11.88,3,Yes,Yes,Yes,Yes,No,Yes,Yes,1
F0633,San Francisco,466.6,6.15,3078.1,21.0,Liberica,Agroforestry,Owned,Yes,6,41,11,229,Washed,12.36,43,Yes,Yes,Yes,No,Yes,Yes,No,1
F0634,Barangay II,165.8,5.09,2472.7,25.0,Arabica,Agroforestry,Owned,Yes,35,240,55,922,Honey,13.91,40,Yes,No,No,No,Yes,No,No,0
F0635,Tambo,457.9,5.25,1849.0,19.7,Robusta,Agroforestry,Leased,Yes,33,381,69,1472,Natural,13.15,30,No,No,Yes,No,No,No,No,0
F0636,Tangob,554.5,6.12,1739.0,23.0,Liberica,Agroforestry,Owned,Yes,18,18,13,1092,Natural,12.98,2,No,Yes,Yes,No,No,No,No,1
F0637,Poblacion Barangay,189.8,5.69,1581.9,20.5,Robusta,Agroforestry,Shared,Yes,37,200,86,1785,Washed,12.16,2,Yes,Yes,Yes,No,No,Yes,No,1
F0638,Tangob,218.8,6.46,2589.3,20.7,Liberica,Monocrop,Leased,No,13,370,49,336,Natural,9.58,25,Yes,Yes,No,Yes,Yes,Yes,No,1
F0639,Latag,585.7,6.3,1637.4,20.8,Liberica,Monocrop,Owned,Yes,10,209,51,1057,Washed,11.41,16,Yes,No,Yes,Yes,No,No,No,1
F0640,Cumba,190.5,6.69,2390.6,22.5,Liberica,Agroforestry,Leased,Yes,37,343,71,1686,Washed,14.74,9,Yes,No,Yes,No,No,Yes,No,1
F0641,Latag,527.2,6.38,1729.3,19.5,Liberica,Monocrop,Leased,Yes,26,170,28,1130,Washed,14.97,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
F0642,Barangay VII,346.1,5.86,2523.9,22.6,Robusta,Monocrop,Owned,Yes,17,96,96,497,Washed,13.38,23,No,Yes,Yes,Yes,Yes,Yes,Yes,1
F0643,San Carlos,223.6,6.35,2829.9,23.6,Liberica,Agroforestry,Owned,Yes,1,30,14,208,Honey,10.37,10,No,Yes,No,Yes,Yes,Yes,No,1
F0644,San Benito,535.4,5.55,2756.1,23.3,Robusta,Agroforestry,Owned,Yes,25,320,77,674,Washed,9.61,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
F0645,Sampaguita,322.7,5.61,2721.7,22.4,Liberica,Monocrop,Leased,Yes,34,85,81,1794,Washed,11.49,34,Yes,No,Yes,Yes,No,Yes,No,1
F0646,Inosluban,357.4,6.58,1575.4,26.6,Liberica,Monocrop,Leased,Yes,39,395,52,305,Washed,14.14,22,No,No,No,No,No,Yes,Yes,0
F0647,Kayumanggi,279.6,5.89,1376.8,20.3,Excelsa,Monocrop,Owned,Yes,10,150,39,1205,Natural,13.33,31,Yes,Yes,No,Yes,No,Yes,Yes,0
F0648,Halang,396.5,6.6,2597.9,23.6,Liberica,Monocrop,Leased,Yes,20,135,58,1217,Washed,14.3,22,Yes,Yes,Yes,Yes,No,No,Yes,1
F0649,San Salvador,181.8,6.64,1936.7,19.6,Liberica,Agroforestry,Leased,Yes,7,260,91,1343,Washed,12.69,33,Yes,No,No,Yes,Yes,Yes,Yes,1
F0650,Bubuyan,295.5,6.72,2064.7,19.6,Liberica,Agroforestry,Leased,Yes,16,397,115,1431,Washed,9.78,40,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
F0651,Calamias,584.7,6.83,1262.3,24.2,Liberica,Agroforestry,Leased,No,37,93,85,650,Washed,9.69,18,Yes,Yes,Yes,No,No,No,Yes,1
F0652,Plaridel,229.1,5.86,1719.2,24.1,Liberica,Agroforestry,Owned,Yes,29,380,114,667,Washed,9.29,1,Yes,No,No,No,Yes,No,No,1
F0653,Anilao,428.4,5.64,1267.4,26.9,Robusta,Agroforestry,Shared,Yes,12,57,75,1363,Washed,12.4,1,No,No,No,Yes,Yes,Yes,Yes,1
F0654,Balintawak,262.6,6.16,2958.4,24.0,Liberica,Agroforestry,Leased,Yes,17,388,20,959,Washed,10.46,14,Yes,No,Yes,No,Yes,No,Yes,1
F0655,Cumba,486.7,5.74,1686.8,27.6,Liberica,Agroforestry,Leased,Yes,20,87,57,1442,Washed,13.41,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
F0656,Lumbang,165.4,6.2,2314.7,19.4,Arabica,Monocrop,Owned,No,26,39,44,1711,Honey,13.12,34,No,Yes,Yes,No,Yes,Yes,No,0
F0657,Barangay VII,584.9,6.41,1278.0,19.9,Liberica,Agroforestry,Owned,Yes,19,294,104,212,Natural,10.91,4,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0658,Barangay VIII,326.9,6.38,2533.7,19.4,Excelsa,Agroforestry,Owned,Yes,12,145,24,1359,Washed,10.06,42,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0659,Barangay VI,218.0,5.75,1846.1,20.7,Liberica,Agroforestry,Owned,Yes,21,149,92,101,Washed,9.61,26,Yes,No,Yes,No,No,No,Yes,1
F0660,Poblacion Barangay,136.7,5.33,2995.8,23.9,Liberica,Agroforestry,Leased,Yes,42,50,115,1272,Washed,13.42,23,Yes,Yes,No,No,No,Yes,Yes,1
F0661,Cumba,184.9,5.86,2976.2,24.8,Excelsa,Monocrop,Owned,No,34,291,73,748,Washed,11.7,6,Yes,No,No,Yes,No,Yes,No,1
F0662,Barangay IV,359.9,5.29,1850.6,19.4,Liberica,Monocrop,Leased,Yes,7,59,49,1226,Honey,10.94,5,No,Yes,Yes,No,Yes,No,No,1
F0663,San Francisco,268.5,6.78,3001.9,27.5,Robusta,Monocrop,Leased,Yes,35,267,10,1706,Natural,14.14,32,Yes,Yes,Yes,Yes,No,Yes,Yes,0
F0664,Barangay VIII,514.4,5.69,3192.3,26.6,Liberica,Agroforestry,Leased,Yes,15,320,96,1325,Washed,12.56,16,Yes,No,Yes,No,No,No,Yes,1
F0665,Mabini,315.4,5.31,2850.8,21.7,Liberica,Agroforestry,Owned,Yes,1,369,73,755,Washed,12.11,41,Yes,Yes,Yes,Yes,Yes,No,Yes,1
F0666,Pangao,224.4,5.05,2889.7,19.7,Liberica,Agroforestry,Shared,No,26,279,53,1521,Washed,13.46,29,Yes,Yes,Yes,No,No,Yes,Yes,1
F0667,Barangay IV,408.6,6.29,1698.0,20.5,Liberica,Agroforestry,Leased,Yes,35,143,43,298,Washed,13.89,7,No,Yes,No,Yes,Yes,No,No,1
F0668,Pangao,453.4,6.27,2353.4,20.1,Excelsa,Monocrop,Leased,Yes,25,243,106,1073,Washed,13.12,39,Yes,Yes,Yes,Yes,No,Yes,Yes,1
F0669,San Benito,183.5,5.68,1334.5,20.1,Liberica,Monocrop,Owned,Yes,42,137,6,607,Washed,11.64,6,Yes,Yes,No,No,Yes,Yes,Yes,1
F0670,Maraouy,183.8,5.14,1389.8,23.7,Arabica,Monocrop,Owned,Yes,15,113,111,1024,Honey,11.28,5,No,Yes,No,No,Yes,Yes,Yes,0
F0671,Barangay IV,118.3,5.82,3197.8,21.2,Arabica,Agroforestry,Owned,Yes,22,263,43,844,Washed,13.63,3,Yes,No,Yes,No,Yes,Yes,No,1
F0672,Pangao,468.2,5.62,1853.3,22.2,Liberica,Monocrop,Owned,Yes,6,104,25,1556,Washed,12.11,0,No,No,Yes,Yes,Yes,Yes,No,1
F0673,Pangao,431.9,6.35,2696.4,27.9,Liberica,Agroforestry,Owned,Yes,15,346,44,176,Natural,13.23,14,Yes,Yes,No,Yes,Yes,Yes,No,1
F0674,San Carlos,337.3,6.21,2813.3,25.2,Excelsa,Monocrop,Owned,Yes,24,226,105,1482,Washed,14.34,30,Yes,Yes,No,Yes,No,Yes,Yes,1
F0675,San Salvador,522.1,5.73,2916.0,27.5,Arabica,Agroforestry,Leased,Yes,21,70,86,1218,Washed,14.5,24,No,Yes,No,Yes,No,Yes,No,1
F0676,San Benito,502.8,5.44,3195.3,20.3,Liberica,Agroforestry,Owned,No,7,277,58,919,Washed,10.67,32,No,Yes,Yes,No,No,No,Yes,0
F0677,Mojon,392.7,6.98,1683.0,22.4,Liberica,Agroforestry,Owned,Yes,29,250,116,339,Washed,10.13,34,Yes,Yes,Yes,Yes,Yes,No,Yes,1
F0678,Dagatan,534.1,5.91,1280.7,24.0,Liberica,Monocrop,Shared,Yes,32,22,114,547,Honey,10.57,4,Yes,No,Yes,No,No,No,Yes,1
F0679,Barangay V,202.9,6.38,2022.4,19.7,Robusta,Agroforestry,Owned,Yes,32,156,16,43,Honey,13.51,4,Yes,Yes,No,No,Yes,No,No,0
F0680,Quezon,156.0,5.28,1460.2,19.0,Liberica,Agroforestry,Leased,Yes,5,249,85,161,Honey,11.22,35,Yes,No,No,Yes,No,Yes,Yes,0
F0681,Kayumanggi,234.9,5.97,1244.9,25.0,Robusta,Monocrop,Owned,Yes,4,98,41,784,Natural,10.04,16,No,No,No,No,Yes,Yes,No,0
F0682,Bolbok,128.5,5.06,1920.9,24.8,Liberica,Agroforestry,Owned,No,22,104,114,468,Washed,9.59,13,Yes,No,Yes,No,Yes,Yes,Yes,1
F0683,Pangao,365.6,6.01,2767.5,22.7,Liberica,Agroforestry,Owned,Yes,18,324,42,772,Honey,10.96,28,Yes,Yes,No,No,No,No,Yes,1
F0684,Pinagkawitan,568.3,6.93,2332.4,23.4,Liberica,Agroforestry,Leased,Yes,35,302,19,769,Honey,9.82,7,No,Yes,Yes,Yes,No,Yes,Yes,1
F0685,Bolbok,119.7,5.77,1825.6,22.7,Liberica,Agroforestry,Owned,Yes,17,34,11,1727,Washed,9.94,33,Yes,No,Yes,No,Yes,Yes,Yes,1
F0686,Sampaguita,161.1,5.08,2508.7,19.2,Liberica,Monocrop,Shared,Yes,24,281,82,824,Washed,13.1,39,Yes,Yes,Yes,Yes,No,No,Yes,1
F0687,Barangay II,326.1,5.06,1664.0,22.0,Liberica,Monocrop,Owned,Yes,2,175,54,292,Washed,9.12,0,No,No,No,Yes,Yes,No,Yes,1
F0688,Halang,566.9,5.78,1228.8,20.6,Liberica,Agroforestry,Owned,No,13,259,69,672,Washed,9.71,28,No,Yes,No,No,No,Yes,Yes,1
F0689,Barangay I,258.1,5.32,2728.7,19.9,Liberica,Monocrop,Leased,Yes,15,96,106,1278,Washed,14.07,35,No,Yes,Yes,No,Yes,Yes,Yes,1
F0690,Malagonlong,353.6,5.05,2447.5,27.6,Liberica,Agroforestry,Owned,Yes,5,151,71,287,Honey,14.07,36,Yes,No,No,Yes,Yes,No,Yes,0
F0691,Bagong Pook,120.8,6.51,2724.6,24.4,Arabica,Agroforestry,Leased,Yes,3,143,105,1287,Honey,10.98,28,No,No,Yes,No,Yes,Yes,Yes,0
F0692,Barangay VI,174.2,5.92,1277.9,25.6,Liberica,Agroforestry,Owned,Yes,37,288,48,1389,Washed,9.53,4,Yes,No,Yes,No,Yes,Yes,Yes,1
F0693,Pinagtongulan,593.3,5.58,2874.2,21.8,Liberica,Agroforestry,Owned,Yes,37,135,35,438,Washed,13.23,31,Yes,No,Yes,Yes,No,Yes,Yes,1
F0694,Tangob,582.6,6.8,2439.1,22.5,Liberica,Agroforestry,Leased,Yes,37,325,47,1004,Natural,11.16,23,No,Yes,Yes,No,Yes,Yes,Yes,1
F0695,Barangay I,102.5,5.23,2326.8,21.1,Arabica,Monocrop,Shared,Yes,3,150,81,1077,Natural,9.27,18,Yes,Yes,Yes,No,Yes,No,No,0
F0696,Quezon,575.9,6.91,2449.2,19.9,Liberica,Monocrop,Owned,Yes,35,365,52,300,Washed,9.95,11,No,No,Yes,No,Yes,Yes,Yes,1
F0697,Anilao,419.6,5.63,2928.9,20.6,Robusta,Agroforestry,Leased,Yes,23,112,86,1148,Natural,9.82,0,Yes,Yes,No,Yes,Yes,Yes,Yes,1
F0698,Halang,534.0,6.78,2373.9,26.2,Robusta,Agroforestry,Owned,Yes,28,235,85,171,Natural,12.53,6,Yes,No,Yes,Yes,No,Yes,No,0
F0699,Poblacion Barangay,327.4,6.21,2361.9,25.1,Robusta,Monocrop,Leased,Yes,30,399,85,1747,Honey,14.39,16,No,Yes,No,No,Yes,Yes,No,0
F0700,Barangay VII,357.8,6.65,3181.4,23.9,Liberica,Monocrop,Leased,Yes,18,72,65,1771,Washed,13.76,33,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0701,Latag,344.4,6.97,2713.5,23.3,Robusta,Monocrop,Owned,Yes,36,303,79,931,Washed,12.28,42,Yes,Yes,No,Yes,Yes,No,No,0
F0702,Maraouy,433.4,5.58,2084.6,27.3,Liberica,Agroforestry,Owned,Yes,33,393,88,1003,Honey,11.53,6,Yes,Yes,No,No,Yes,Yes,Yes,1
F0703,Malagonlong,169.8,6.92,2614.8,19.7,Liberica,Monocrop,Owned,Yes,26,315,14,1134,Washed,12.71,16,No,No,No,Yes,No,No,Yes,0
F0704,Lodlod,115.0,5.78,1978.5,21.5,Robusta,Agroforestry,Owned,No,40,263,33,303,Natural,11.66,2,Yes,No,Yes,No,Yes,No,No,1
F0705,Mojon,254.0,5.77,1657.8,22.1,Liberica,Agroforestry,Owned,Yes,17,189,52,305,Washed,10.48,28,Yes,Yes,No,No,Yes,Yes,No,1
F0706,Bolbok,452.3,5.68,2393.7,26.0,Excelsa,Agroforestry,Leased,Yes,40,49,102,494,Washed,13.08,21,Yes,Yes,Yes,No,No,Yes,No,1
F0707,Quezon,200.9,6.08,3056.4,27.9,Liberica,Agroforestry,Shared,Yes,7,273,85,1261,Washed,14.24,37,No,Yes,No,No,Yes,No,No,0
F0708,Sabang,436.7,5.31,3058.3,21.2,Excelsa,Agroforestry,Owned,Yes,8,198,66,1349,Washed,11.24,42,No,Yes,Yes,Yes,No,Yes,Yes,0
F0709,San Salvador,585.0,6.11,1883.8,26.9,Liberica,Agroforestry,Owned,Yes,31,17,110,1092,Honey,14.05,28,No,Yes,Yes,Yes,Yes,Yes,Yes,1
F0710,Sampaguita,147.0,6.08,2255.4,26.5,Liberica,Agroforestry,Owned,Yes,12,113,17,317,Washed,11.59,41,Yes,Yes,Yes,No,No,Yes,No,1
F0711,Anilao,436.3,6.52,1623.3,21.0,Liberica,Monocrop,Shared,Yes,31,234,48,1177,Natural,11.41,4,Yes,Yes,No,Yes,Yes,No,No,1
F0712,Latag,321.9,6.67,3191.3,22.6,Arabica,Agroforestry,Owned,Yes,44,43,51,905,Natural,9.17,29,Yes,Yes,Yes,No,Yes,Yes,No,1
F0713,Barangay II,534.1,5.88,3162.2,22.7,Liberica,Agroforestry,Owned,Yes,19,245,107,1336,Washed,13.17,22,Yes,Yes,No,No,Yes,Yes,No,1
F0714,Pangao,188.6,5.6,2499.0,27.8,Liberica,Agroforestry,Owned,No,10,237,68,907,Natural,13.85,20,Yes,Yes,No,Yes,No,Yes,Yes,1
F0715,Dagatan,446.3,5.52,2808.8,20.6,Liberica,Monocrop,Owned,Yes,39,197,95,209,Washed,12.98,25,No,Yes,No,No,No,Yes,Yes,1
F0716,Barangay I,519.1,5.39,2630.2,26.2,Robusta,Agroforestry,Owned,Yes,12,322,57,1150,Natural,9.91,20,No,Yes,Yes,Yes,Yes,Yes,No,1
F0717,Plaridel,572.3,5.12,2386.3,22.0,Liberica,Agroforestry,Owned,Yes,20,31,94,1244,Washed,9.62,19,Yes,Yes,No,Yes,No,Yes,Yes,1
F0718,Barangay I,441.6,5.68,1306.7,25.6,Liberica,Agroforestry,Owned,Yes,37,352,96,1127,Washed,12.44,22,Yes,No,Yes,No,Yes,Yes,Yes,1
F0719,San Francisco,348.6,5.54,2109.5,22.8,Liberica,Monocrop,Owned,Yes,41,49,81,476,Washed,11.41,3,No,Yes,Yes,No,No,Yes,Yes,1
F0720,Balintawak,408.9,6.93,2549.6,24.2,Liberica,Monocrop,Owned,Yes,7,182,80,814,Natural,11.57,20,Yes,No,No,Yes,No,Yes,Yes,1
F0721,Lumbang,534.5,6.12,2555.1,26.5,Liberica,Agroforestry,Owned,Yes,14,188,48,1550,Honey,14.81,20,Yes,Yes,No,Yes,Yes,Yes,Yes,1
F0722,San Carlos,385.3,5.69,1946.2,26.2,Liberica,Agroforestry,Owned,Yes,11,95,32,590,Washed,13.34,0,Yes,No,No,Yes,No,Yes,No,1
F0723,San Carlos,115.2,6.16,3083.4,26.8,Robusta,Monocrop,Shared,No,7,142,6,513,Washed,11.47,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
F0724,Barangay VI,565.5,5.28,1534.7,19.5,Liberica,Agroforestry,Shared,No,29,360,105,878,Washed,9.11,16,No,No,Yes,Yes,Yes,No,Yes,1
F0725,Barangay VI,444.8,5.89,2200.7,25.2,Liberica,Agroforestry,Owned,Yes,10,22,61,751,Natural,9.2,13,Yes,Yes,Yes,Yes,Yes,No,No,1
F0726,Inosluban,438.3,6.25,2581.8,20.3,Liberica,Agroforestry,Owned,Yes,29,37,61,145,Washed,13.11,18,Yes,No,Yes,No,No,Yes,Yes,1
F0727,Dagatan,207.8,5.98,2594.3,22.7,Arabica,Agroforestry,Leased,Yes,9,93,38,564,Natural,14.03,33,Yes,Yes,Yes,No,No,Yes,No,0
F0728,Latag,429.4,5.8,2497.3,23.9,Arabica,Agroforestry,Owned,Yes,36,327,91,1151,Washed,13.25,5,No,Yes,Yes,Yes,No,Yes,Yes,1
F0729,Bubuyan,296.9,6.99,1750.6,22.6,Excelsa,Agroforestry,Owned,Yes,10,358,62,1381,Washed,11.44,44,Yes,No,No,Yes,No,Yes,No,0
F0730,Barangay V,425.6,6.76,1512.4,23.7,Liberica,Monocrop,Owned,Yes,19,352,56,436,Natural,9.19,5,Yes,Yes,No,No,No,Yes,Yes,1
F0731,Anilao,153.3,6.25,2471.9,28.0,Liberica,Monocrop,Shared,No,31,289,113,1366,Natural,14.8,4,No,No,No,No,Yes,Yes,Yes,1
F0732,Tangob,428.9,6.14,2398.6,20.2,Liberica,Agroforestry,Shared,Yes,17,363,33,1755,Natural,14.92,6,No,Yes,No,No,Yes,No,No,1
F0733,Bolbok,599.7,6.24,1558.7,25.1,Liberica,Monocrop,Owned,Yes,9,272,39,723,Washed,12.3,32,No,Yes,Yes,Yes,Yes,Yes,No,1
F0734,Banaybanay,124.1,5.4,2610.3,22.6,Liberica,Agroforestry,Owned,Yes,33,175,79,1201,Natural,9.42,12,No,No,Yes,Yes,Yes,Yes,Yes,1
F0735,Anilao,588.6,5.79,2110.3,20.2,Robusta,Agroforestry,Shared,No,34,302,52,1395,Washed,12.25,0,Yes,Yes,No,Yes,Yes,No,No,1
F0736,San Lucas,303.5,5.08,2535.5,20.4,Excelsa,Agroforestry,Shared,Yes,24,77,37,524,Honey,14.35,12,Yes,Yes,Yes,No,Yes,No,Yes,0
F0737,Poblacion Barangay,535.4,5.95,2874.7,27.5,Excelsa,Monocrop,Shared,Yes,9,235,119,977,Washed,13.08,42,Yes,No,Yes,Yes,No,Yes,No,0
F0738,Sabang,491.2,6.09,1539.5,26.9,Liberica,Monocrop,Owned,Yes,7,179,79,52,Washed,13.32,26,Yes,No,Yes,No,No,Yes,Yes,0
F0739,Pangao,383.5,5.46,1238.3,27.2,Robusta,Monocrop,Owned,No,16,95,77,1158,Washed,9.51,6,No,No,Yes,Yes,Yes,Yes,Yes,1
F0740,Plaridel,469.2,6.93,2758.2,27.9,Liberica,Monocrop,Leased,Yes,19,142,82,1728,Washed,9.64,2,No,Yes,No,Yes,No,Yes,Yes,1
F0741,Barangay IV,539.3,6.82,2419.4,20.9,Liberica,Agroforestry,Owned,No,39,187,13,1632,Washed,9.76,24,No,Yes,No,No,Yes,Yes,Yes,1
F0742,San Jose,302.1,6.44,2599.3,22.2,Robusta,Monocrop,Owned,Yes,6,352,107,587,Natural,14.43,32,Yes,Yes,No,Yes,No,Yes,Yes,1
F0743,Maraouy,263.5,6.07,2876.3,25.0,Liberica,Monocrop,Owned,Yes,11,261,52,1646,Natural,12.16,39,No,Yes,Yes,No,Yes,Yes,Yes,1
F0744,Sabang,433.8,6.74,2805.6,23.4,Liberica,Monocrop,Shared,Yes,12,24,71,970,Honey,13.75,16,No,No,Yes,Yes,Yes,No,Yes,1
F0745,Balintawak,503.9,5.26,3121.8,22.8,Liberica,Agroforestry,Shared,Yes,42,232,97,1712,Washed,9.69,44,Yes,Yes,No,Yes,No,No,Yes,1
F0746,Barangay VIII,481.1,6.58,2271.9,22.2,Robusta,Agroforestry,Owned,Yes,13,388,87,1275,Washed,14.57,13,No,Yes,Yes,Yes,Yes,Yes,Yes,1
F0747,Anilao,498.9,5.25,2177.0,24.3,Robusta,Agroforestry,Shared,No,12,210,40,884,Natural,13.93,36,Yes,Yes,Yes,Yes,Yes,Yes,No,0
F0748,Tambo,317.8,6.59,2003.8,24.2,Liberica,Agroforestry,Owned,Yes,21,116,100,1068,Washed,10.35,22,Yes,No,No,Yes,Yes,Yes,No,1
F0749,Barangay I,508.9,5.55,1507.4,20.5,Excelsa,Agroforestry,Leased,Yes,10,259,75,920,Washed,14.25,23,Yes,No,No,No,Yes,Yes,No,0
F0750,Pinagtongulan,160.1,6.75,2345.2,23.2,Liberica,Agroforestry,Owned,Yes,20,98,96,1686,Natural,10.58,28,Yes,No,No,No,No,Yes,No,1
F0751,Pinagtongulan,372.2,6.89,1754.0,24.0,Liberica,Agroforestry,Owned,Yes,36,134,48,107,Washed,10.23,37,Yes,Yes,Yes,Yes,Yes,No,No,1
F0752,Dagatan,102.9,5.3,3042.6,24.1,Robusta,Agroforestry,Owned,Yes,28,122,86,1375,Washed,10.59,26,Yes,No,Yes,Yes,No,No,No,0
F0753,Lumbang,262.3,5.93,2366.4,20.9,Robusta,Agroforestry,Owned,Yes,24,146,64,836,Natural,14.46,37,No,Yes,No,No,Yes,No,Yes,0
F0754,Calamias,283.2,6.96,2385.7,25.7,Arabica,Agroforestry,Owned,Yes,5,256,67,1294,Washed,14.49,39,Yes,Yes,Yes,Yes,Yes,No,Yes,0
F0755,San Carlos,298.1,5.97,1909.8,19.2,Liberica,Monocrop,Owned,Yes,37,175,9,1071,Natural,10.97,44,No,Yes,No,Yes,Yes,No,Yes,1
F0756,Latag,447.7,6.73,1304.0,22.2,Robusta,Agroforestry,Shared,No,12,159,91,797,Washed,13.23,22,Yes,Yes,Yes,Yes,No,No,Yes,0
F0757,Bubuyan,294.3,6.18,1263.5,26.0,Robusta,Agroforestry,Owned,Yes,35,372,90,483,Natural,13.05,30,Yes,Yes,No,No,Yes,No,No,0
F0758,Bagong Pook,324.3,5.75,2046.7,24.1,Excelsa,Monocrop,Owned,No,40,352,94,1496,Washed,13.84,35,Yes,No,No,Yes,Yes,Yes,Yes,1
F0759,Barangay VII,218.8,5.57,1369.1,21.4,Liberica,Agroforestry,Owned,Yes,2,77,110,957,Natural,10.78,16,Yes,Yes,Yes,No,Yes,Yes,Yes,1
F0760,San Jose,286.6,5.41,2413.7,25.3,Robusta,Agroforestry,Owned,Yes,41,230,80,306,Washed,12.06,36,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0761,San Francisco,213.6,6.52,2961.9,24.1,Liberica,Agroforestry,Owned,Yes,39,280,44,1477,Natural,13.01,2,Yes,No,No,Yes,No,No,Yes,1
F0762,Sabang,136.6,5.77,2965.8,26.2,Liberica,Agroforestry,Leased,Yes,42,330,23,1529,Washed,9.16,35,Yes,No,No,Yes,Yes,Yes,Yes,1
F0763,San Francisco,401.7,6.02,2518.1,25.6,Liberica,Monocrop,Owned,No,9,319,51,1080,Washed,11.26,4,Yes,No,Yes,No,Yes,Yes,Yes,1
F0764,Sabang,434.1,5.98,1622.5,24.5,Liberica,Agroforestry,Leased,Yes,22,358,69,543,Natural,13.18,14,No,Yes,No,No,Yes,Yes,No,1
F0765,Halang,409.7,6.15,2926.0,23.4,Liberica,Agroforestry,Leased,Yes,5,29,71,493,Washed,10.52,5,Yes,Yes,Yes,Yes,Yes,No,No,1
F0766,Pinagtongulan,331.7,6.73,2972.2,20.2,Excelsa,Agroforestry,Owned,No,12,298,95,836,Washed,14.75,9,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0767,Calamias,289.9,6.96,1593.3,21.4,Liberica,Agroforestry,Owned,Yes,1,109,22,853,Washed,9.18,31,Yes,Yes,Yes,No,Yes,No,Yes,1
F0768,Mojon,531.7,5.82,2674.9,22.8,Robusta,Monocrop,Shared,Yes,44,261,54,392,Washed,14.75,22,Yes,Yes,No,No,Yes,No,Yes,1
